"Billing Tag","Client","Agent","Instance","Backupset","Subclient","Storage Policy","Copy","Front End Backup Size","Front End Archive Size","Primary App Size","Protected App Size","Media Size"
"Azure - Cool","cltasqlsr001","SQL Server","CLTASQLSR001","defaultBackupSet","BASE","STP_AZU_DEV_CLPABKPSR004_GERAL","Primary","0","0","0.005","0.005","0.001"
"DCCM - OnPremisses","cmaq17mp01wb13","Windows File System","DefaultInstanceName","defaultBackupSet","GCOM_WINDOWS_TABLEAU","#STP_DATACENTER_FS_02","1.Primary","0.016","0","0.467","0.467","0.068"
"AWS - Glacier","cmaq17mp01wb13","Windows File System","DefaultInstanceName","defaultBackupSet","GCOM_WINDOWS_TABLEAU","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmaq17mp01wb13","Windows File System","DefaultInstanceName","defaultBackupSet","GCOM_WINDOWS_TABLEAU","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmaq17mp01wb13","Windows File System","DefaultInstanceName","defaultBackupSet","GCOM_WINDOWS_TABLEAU","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.016","0.015"
"AWS - Glacier","cmay21lb32","PostgreSQL","cmay21lb32_5432","DumpBasedBackupSet","cmay21lb32-PostgreSQL","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0"
"DCCM - OnPremisses","cmay21lb32","PostgreSQL","cmay21lb32_5432","DumpBasedBackupSet","cmay21lb32-PostgreSQL","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_04","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_03","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","75.673","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_01","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_02","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ARANGODB","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CASSANDRA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_DEV","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MONITORACOES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_VIDEOS_LISTA","STP_GCOM_FS_MEDIA","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","teste GRAYLOG","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","bkp_archive_controle_2","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","bkp_archive_controle_3","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","STP_GCOM_FS_LOG","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb03","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_VIRTUOSO","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_DEV","STP_GCOM_FS_DB","2.AWS","0.052","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","10.849","10.87"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_01","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX_01","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX_01","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","3.188","3.174"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CARTOLA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_CASSANDRA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MONGO","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MONITORACOES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_QA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_POSTGRE","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_01","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_02","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_01","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEOS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","15.02","15.049"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS_02","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","12.736","12.764"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_02","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_03","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_GRAYLOG_04","STP_GCOM_FS_LOG_RETENÇÃO_1ANO","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","1.48","0.117"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS","#STP_DATACENTER_LOG_01","1.Primary","0","31.78","11.398","11.398","10.903"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_LOGSUNIX_01","#STP_DATACENTER_LOG_01","1.Primary","0","9.955","3.499","3.499","3.347"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_VIRTUOSO","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","3.Primary_OLD","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_QA","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_POSTGRE","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_01","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_01","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEOS","#STP_DATACENTER_LOG_01","1.Primary","0","37.279","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS_02","#STP_DATACENTER_LOG_01","1.Primary","0","28.965","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_IIS","#STP_DATACENTER_LOG_01","1.Primary","0","3.885","1.666","1.666","1.594"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MONITORACOES","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"AWS - Glacier","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb07","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","3.Primary_OLD","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_01","1.Primary","11.78","0","34.244","34.244","32.757"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","#STP_DATACENTER_FS_01","1.Primary","10.098","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_01","1.Primary","3.411","0","0.004","0.004","0.004"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","#STP_DATACENTER_FS_01","1.Primary","1.613","0","0.004","0.004","0.004"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_01","1.Primary","0.523","0","0.022","0.022","0.021"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_01","1.Primary","0.049","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_02","1.Primary","0.047","0","0.188","0.188","0.027"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_01","1.Primary","0.041","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","#STP_DATACENTER_FS_01","1.Primary","0.016","0","0.016","0.016","0.016"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.04","0.038"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.047","0.015"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.047","0.017"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_01","2.AWS","0","0","0","11.78","1.079"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.032","0.028"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0.026","0.022"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SSVM","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0"
