"Billing Tag","Client","Agent","Instance","Backupset","Subclient","Storage Policy","Copy","Front End Backup Size","Front End Backup Cost","Front End Archive Size","Front End Archive Cost","Primary App Size","Primary App Cost","Protected App Size","Protected App Cost","Media Size","Media Cost","Total Cost"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_02","ONDEMAND FAAS_02","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_02","ONDEMAND FAAS_02","#STP_DATACENTER_DB_02","3.AWS ONDEMAND","0","0","0","0","0","0","1.513","1.513","1.171","377.191","378.704"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","#STP_DATACENTER_DB_01","1.Primary","0","0","0","0","29.417","29.417","29.417","29.417","20.209","1,396.229","1,455.063"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","1.68","1.68","0.716","230.772","232.452"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","20.129","20.129","20.129","20.129","5.556","383.878","424.136"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","1.63","1.63","0.703","226.598","228.228"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","ONDEMAND FAAS_03","ONDEMAND FAAS_03","#STP_DATACENTER_DB_02","3.AWS ONDEMAND","0","0","0","0","0","0","1.63","1.63","1.261","406.409","408.039"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_ARANGODB","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_ARANGODB","#STP_DATACENTER_DB_02","1.Primary","0.003","0.003","0","0","0","0","0","0","0","0","0.003"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_ARANGODB","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0.003","0.003","0.003","0.82","0.823"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_ARANGODB","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_CASSANDRA","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","3.449","3.449","2.822","909.32","912.769"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_CASSANDRA","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_CASSANDRA","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_CASSANDRA","#STP_DATACENTER_DB_02","1.Primary","3.677","3.677","0","0","0.001","0.001","0.001","0.001","0","0.014","3.693"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_VIRTUOSO","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_VIRTUOSO","#STP_DATACENTER_DB_02","1.Primary","0.29","0.29","0","0","0","0","0","0","0","0","0.29"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_VIRTUOSO","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0.283","0.283","0.271","87.198","87.481"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_VIRTUOSO","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MONGO","#STP_DATACENTER_DB_01","1.Primary","2.188","2.188","0","0","0","0","0","0","0","0","2.188"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MONGO","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","2.173","2.173","1.005","323.828","326.001"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MONGO","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SUPSEG","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WWS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_SPSS","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_QA","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_QA","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_WEB","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_POSTGRE","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_POSTGRE","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_REDIS","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ZABBIX","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_01","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_01","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_ORACLE_02","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_01","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_01","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","STP_GCOM_FS_FILE","4.AWS_OLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_02","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","1.newPool","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_DB_MYSQL_03","STP_GCOM_FS_DB","4.AWSforOLD","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEOS","#STP_DATACENTER_LOG_01","1.Primary","0","0","37.279","37.279","0","0","0","0","0","0.016","37.295"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_FLASHVIDEOS","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","15.02","15.02","15.049","4,848.833","4,863.853"
"DCCM - OnPremisses","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS_02","#STP_DATACENTER_LOG_01","1.Primary","0","0","28.965","28.965","0","0","0","0","0","0.008","28.973"
"AWS - Glacier","cmay22lb05","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_HLS_02","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","12.736","12.736","12.764","4,112.463","4,125.199"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_01","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_01","1.Primary","0.041","0.041","0","0","0","0","0","0","0","0.001","0.042"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0","0","0","0","0","0.003","0.003"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JENKINS","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.04","0.04","0.038","12.154","12.194"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","#STP_DATACENTER_FS_01","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_MEASURES","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","#STP_DATACENTER_FS_01","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_JFROG","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_01","1.Primary","0.049","0.049","0","0","0","0","0","0","0","0","0.049"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_HADOOP","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.047","0.047","0.015","4.718","4.765"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_02","1.Primary","0.047","0.047","0","0","0.188","0.188","0.188","0.188","0.027","1.897","2.32"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_BILLING","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.047","0.047","0.017","5.628","5.675"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_01","1.Primary","11.78","11.78","0","0","34.244","34.244","34.244","34.244","32.757","2,263.168","2,343.436"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","11.78","11.78","1.079","347.666","359.446"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0","0","0","0","0","0.004","0.004"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_CORP_CITTA","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_01","1.Primary","3.411","3.411","0","0","0.004","0.004","0.004","0.004","0.004","0.288","3.707"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0.014","0.014","0.014","0.014","0.002","0.138","0.166"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_GIT","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.032","0.032","0.028","9.129","9.161"
"AWS - Glacier","cmay22lb09","Linux File System","DefaultInstanceName","GCOM defaultBackupSet","GCOM_FS_ZABBIX","STP_GCOM_FS_FILE","2.AWS_NEW","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MONGO","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","1.837","1.837","0.77","248.198","250.035"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MONGO","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_03","#STP_DATACENTER_DB_01","1.Primary","2.715","2.715","0","0","0","0","0","0","0","0.001","2.716"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_03","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","0.564","0.564","0.197","63.463","64.027"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_03","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_03","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_03","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_01","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_01","#STP_DATACENTER_DB_01","1.Primary","4.339","4.339","0","0","0","0","0","0","0","0.004","4.343"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_01","#STP_DATACENTER_DB_01","2.AWS","0","0","0","0","0","0","3.553","3.553","0.801","258.129","261.682"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_01","#STP_DATACENTER_DB_02","1.Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_DB_MYSQL_01","#STP_DATACENTER_DB_02","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","CTASK0016256-CHG0048032","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEBLOGIC","#STP_DATACENTER_FS_01","1.Primary","0.341","0.341","0","0","0","0","0","0","0","0.001","0.342"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEBLOGIC","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEBLOGIC","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0.003","0.003","0.003","0.003","0","0.034","0.04"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEBLOGIC","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.026","0.026","0.02","6.472","6.498"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_MEASURES","#STP_DATACENTER_FS_01","1.Primary","4.492","4.492","0","0","4.483","4.483","4.483","4.483","4.288","296.251","309.709"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_MEASURES","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_MEASURES","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","13.458","13.458","13.458","13.458","1.969","136.061","162.977"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_MEASURES","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","4.374","4.374","3.202","1,031.571","1,035.945"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_MEASURES","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_01","1.Primary","0","0","0","0","0.001","0.001","0.001","0.001","0.001","0.071","0.073"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_02","1.Primary","0.006","0.006","0","0","0.015","0.015","0.015","0.015","0.002","0.154","0.19"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_FOREMAN","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","0.006","0.006","0.004","1.21","1.216"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","#STP_DATACENTER_FS_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","12.704","12.704","12.704","12.704","1.859","128.439","153.847"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","#STP_DATACENTER_FS_02","2.AWS","0","0","0","0","0","0","1.559","1.559","1.547","498.349","499.908"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","_STP_DATACENTER_CLOUD_VAULT","Primary","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","#STP_DATACENTER_FS_03","1-Primary","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_JFROG","#STP_DATACENTER_FS_01","1.Primary","8.307","8.307","0","0","8.358","8.358","8.358","8.358","7.995","552.362","577.385"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS_02","#STP_DATACENTER_LOG_01","2.AWS","0","0","0","0","0","0","0","0","0","0","0"
"AWS - Glacier","cmay22lb25","Linux File System","DefaultInstanceName","GCOM ARCHIVE","GCOM_LOGS_CACHOS_02","#STP_DATACENTER_LOG_03","2-AWS","0","0","0","0","0","0","0","0","0","0","0"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEB","#STP_DATACENTER_FS_01","1.Primary","0.148","0.148","0","0","0.149","0.149","0.149","0.149","0.142","9.817","10.263"
"DCCM - OnPremisses","cmay22lb25","Linux File System","DefaultInstanceName","GCOM - FILESERVER","GCOM_FS_WEB","#STP_DATACENTER_FS_02","1.Primary","0","0","0","0","0.594","0.594","0.594","0.594","0.087","6.007","7.195"
